"subid","familiarity","orientation","target_sex","target_presence","set_size","target_position","img1","img2","img3","img4","img5","img6","stimuli_combination","jitter","keypress","correct","RT"
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f1_2.jpg","c_f6_2.jpg","none","c_f7_2.jpg","c_f8_2.jpg","none","c_f1_2.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",0.96667,0,1,1148.3
"sub005","Familiar","Inverted","Female","Target Present",4,5,"c_f7_2.jpg","c_f5_2.jpg","none","c_f6_1.jpg","f_06_2.jpg","none","c_f5_2.jpg:c_f6_1.jpg:c_f7_2.jpg:f_06_2.jpg:none:none",0.93333,1,1,885.76
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f5_1.jpg","c_f7_1.jpg","c_f8_2.jpg","c_f6_2.jpg","c_f3_2.jpg","c_f1_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_2.jpg",0.91667,0,1,1665.6
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f8_1.jpg","c_f5_1.jpg","none","c_f3_2.jpg","c_f1_1.jpg","none","c_f1_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f8_1.jpg:none:none",0.93333,0,1,1278.2
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f6_2.jpg","c_f3_2.jpg","c_f8_1.jpg","c_f1_1.jpg","c_f5_2.jpg","c_f7_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_1.jpg",0.95,0,1,1522.9
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","c_f6_1.jpg","none","none","c_f1_2.jpg","none","c_f1_2.jpg:c_f6_1.jpg:none:none:none:none",0.81667,0,1,949.45
"sub005","Familiar","Inverted","Female","Target Present",6,3,"c_f8_2.jpg","c_f5_2.jpg","f_06_1.jpg","c_f7_2.jpg","c_f6_2.jpg","c_f1_2.jpg","c_f1_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg:f_06_1.jpg",0.98333,0,0,1406.8
"sub005","Familiar","Inverted","Female","Target Present",6,4,"c_f6_1.jpg","c_f3_2.jpg","c_f5_1.jpg","f_06_2.jpg","c_f8_2.jpg","c_f7_2.jpg","c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg:f_06_2.jpg",0.8,1,1,1115.6
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f5_2.jpg","c_f1_2.jpg","none","c_f3_2.jpg","c_f6_1.jpg","none","c_f1_2.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_1.jpg:none:none",0.85,0,1,1742
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f3_1.jpg","c_f6_1.jpg","c_f7_2.jpg","c_f8_1.jpg","c_f1_1.jpg","c_f5_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg",0.83333,0,1,2176
"sub005","Familiar","Inverted","Female","Target Present",4,2,"none","f_06_2.jpg","c_f1_2.jpg","none","c_f8_2.jpg","c_f5_1.jpg","c_f1_2.jpg:c_f5_1.jpg:c_f8_2.jpg:f_06_2.jpg:none:none",1,1,1,872.64
"sub005","Familiar","Inverted","Female","Target Present",6,1,"f_06_2.jpg","c_f8_1.jpg","c_f6_1.jpg","c_f5_2.jpg","c_f3_1.jpg","c_f7_1.jpg","c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_1.jpg:f_06_2.jpg",0.8,1,1,1805.3
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f1_1.jpg","c_f7_2.jpg","c_f5_1.jpg","c_f6_2.jpg","c_f3_2.jpg","c_f8_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_2.jpg",0.91667,0,1,2444.5
"sub005","Familiar","Inverted","Female","Target Present",4,1,"f_06_1.jpg","none","c_f6_2.jpg","c_f5_1.jpg","none","c_f3_2.jpg","c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:f_06_1.jpg:none:none",0.93333,1,1,762.51
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f7_2.jpg","c_f5_2.jpg","none","c_f6_1.jpg","c_f1_2.jpg","c_f1_2.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_2.jpg:none:none",0.93333,0,1,1355.8
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f8_1.jpg","c_f3_2.jpg","c_f1_1.jpg","c_f6_2.jpg","c_f5_2.jpg","c_f7_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_1.jpg",0.98333,0,1,1501.1
"sub005","Familiar","Inverted","Female","Target Present",6,4,"c_f3_1.jpg","c_f5_1.jpg","c_f7_1.jpg","f_06_2.jpg","c_f8_2.jpg","c_f1_2.jpg","c_f1_2.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f7_1.jpg:c_f8_2.jpg:f_06_2.jpg",0.8,1,1,1216.4
"sub005","Familiar","Inverted","Female","Target Present",4,4,"c_f1_2.jpg","none","c_f3_2.jpg","f_06_1.jpg","none","c_f5_1.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f5_1.jpg:f_06_1.jpg:none:none",0.96667,0,0,1263
"sub005","Familiar","Inverted","Female","Target Present",4,4,"c_f7_2.jpg","none","c_f3_2.jpg","f_06_1.jpg","none","c_f6_2.jpg","c_f3_2.jpg:c_f6_2.jpg:c_f7_2.jpg:f_06_1.jpg:none:none",0.9,1,1,737.66
"sub005","Familiar","Inverted","Female","Target Present",6,2,"c_f1_1.jpg","f_06_1.jpg","c_f6_1.jpg","c_f7_2.jpg","c_f5_1.jpg","c_f8_1.jpg","c_f1_1.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg:f_06_1.jpg",0.95,1,1,1515.6
"sub005","Familiar","Inverted","Female","Target Present",6,3,"c_f3_1.jpg","c_f5_2.jpg","f_06_1.jpg","c_f7_1.jpg","c_f1_2.jpg","c_f6_1.jpg","c_f1_2.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_1.jpg:f_06_1.jpg",0.83333,1,1,958.34
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f7_2.jpg","c_f8_1.jpg","none","c_f6_1.jpg","c_f1_2.jpg","c_f1_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg:none:none",0.91667,0,1,1191.7
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f8_1.jpg","c_f7_2.jpg","c_f1_2.jpg","c_f5_2.jpg","c_f6_2.jpg","c_f3_1.jpg","c_f1_2.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_2.jpg:c_f8_1.jpg",0.95,0,1,2455.6
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f8_1.jpg","c_f7_2.jpg","none","c_f1_2.jpg","c_f3_2.jpg","none","c_f1_2.jpg:c_f3_2.jpg:c_f7_2.jpg:c_f8_1.jpg:none:none",1,0,1,2164.8
"sub005","Familiar","Inverted","Female","Target Present",2,5,"none","c_f5_1.jpg","none","none","f_06_2.jpg","none","c_f5_1.jpg:f_06_2.jpg:none:none:none:none",0.88333,1,1,749.41
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f5_2.jpg","none","c_f7_2.jpg","c_f8_2.jpg","none","c_f1_1.jpg","c_f1_1.jpg:c_f5_2.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",0.81667,0,1,1838.7
"sub005","Familiar","Inverted","Female","Target Present",6,2,"c_f1_2.jpg","f_06_2.jpg","c_f3_2.jpg","c_f8_2.jpg","c_f7_2.jpg","c_f5_1.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f7_2.jpg:c_f8_2.jpg:f_06_2.jpg",0.8,1,1,844.75
"sub005","Familiar","Inverted","Female","Target Present",2,1,"f_06_2.jpg","none","none","c_f7_2.jpg","none","none","c_f7_2.jpg:f_06_2.jpg:none:none:none:none",0.93333,1,1,1010.7
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f5_1.jpg","c_f6_1.jpg","c_f8_2.jpg","c_f3_2.jpg","c_f7_1.jpg","c_f1_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_2.jpg",0.96667,0,1,1530.1
"sub005","Familiar","Inverted","Female","Target Present",2,3,"none","none","f_06_1.jpg","none","none","c_f8_1.jpg","c_f8_1.jpg:f_06_1.jpg:none:none:none:none",0.93333,1,1,556.74
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f1_2.jpg","c_f3_2.jpg","c_f6_1.jpg","c_f7_2.jpg","c_f5_2.jpg","c_f8_1.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg",0.86667,0,1,1541.9
"sub005","Familiar","Inverted","Female","Target Present",4,6,"c_f1_2.jpg","none","c_f5_2.jpg","c_f6_2.jpg","none","f_06_1.jpg","c_f1_2.jpg:c_f5_2.jpg:c_f6_2.jpg:f_06_1.jpg:none:none",1,1,1,975.86
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f3_1.jpg","c_f6_1.jpg","c_f5_1.jpg","c_f7_2.jpg","c_f1_1.jpg","c_f8_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg",0.9,0,1,1784.5
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f7_2.jpg","none","c_f3_2.jpg","c_f8_2.jpg","none","c_f6_1.jpg","c_f3_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",1,0,1,1560.6
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f5_1.jpg","c_f8_1.jpg","none","c_f6_2.jpg","c_f1_1.jpg","none","c_f1_1.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f8_1.jpg:none:none",0.8,0,1,1273.8
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"c_f1_1.jpg","none","none","c_f8_1.jpg","none","none","c_f1_1.jpg:c_f8_1.jpg:none:none:none:none",0.83333,0,1,878.4
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f8_2.jpg","c_f1_1.jpg","c_f3_2.jpg","c_f6_1.jpg","c_f7_2.jpg","c_f5_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.96667,0,1,1435
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f8_2.jpg","c_f7_1.jpg","none","c_f1_2.jpg","c_f3_2.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f7_1.jpg:c_f8_2.jpg:none:none",0.98333,0,1,1225
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"c_f8_1.jpg","none","none","c_f7_2.jpg","none","none","c_f7_2.jpg:c_f8_1.jpg:none:none:none:none",0.96667,0,1,839.78
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","none","c_f6_1.jpg","none","none","c_f1_2.jpg","c_f1_2.jpg:c_f6_1.jpg:none:none:none:none",0.85,0,1,773.78
"sub005","Familiar","Inverted","Female","Target Present",2,6,"none","none","c_f3_2.jpg","none","none","f_06_2.jpg","c_f3_2.jpg:f_06_2.jpg:none:none:none:none",0.81667,1,1,854.4
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f8_2.jpg","c_f1_1.jpg","c_f7_2.jpg","c_f3_1.jpg","c_f5_2.jpg","c_f6_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.98333,0,1,1715.5
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","c_f7_1.jpg","none","none","c_f8_1.jpg","none","c_f7_1.jpg:c_f8_1.jpg:none:none:none:none",0.96667,0,1,854.13
"sub005","Familiar","Inverted","Female","Target Present",4,3,"none","c_f6_2.jpg","f_06_2.jpg","none","c_f3_1.jpg","c_f1_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f6_2.jpg:f_06_2.jpg:none:none",0.85,1,1,707.46
"sub005","Familiar","Inverted","Female","Target Present",2,3,"none","none","f_06_2.jpg","none","none","c_f5_2.jpg","c_f5_2.jpg:f_06_2.jpg:none:none:none:none",0.83333,1,1,574.88
"sub005","Familiar","Inverted","Female","Target Present",6,1,"f_06_2.jpg","c_f3_2.jpg","c_f8_2.jpg","c_f6_1.jpg","c_f5_2.jpg","c_f1_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_2.jpg:f_06_2.jpg",0.86667,0,0,1687.4
"sub005","Familiar","Inverted","Female","Target Present",2,2,"none","f_06_2.jpg","none","none","c_f6_2.jpg","none","c_f6_2.jpg:f_06_2.jpg:none:none:none:none",0.96667,1,1,673.39
"sub005","Familiar","Inverted","Female","Target Present",6,5,"c_f3_2.jpg","c_f1_2.jpg","c_f8_1.jpg","c_f6_1.jpg","f_06_1.jpg","c_f5_1.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f8_1.jpg:f_06_1.jpg",0.96667,1,1,1262.1
"sub005","Familiar","Inverted","Female","Target Present",4,4,"c_f8_1.jpg","c_f5_2.jpg","none","f_06_2.jpg","c_f7_2.jpg","none","c_f5_2.jpg:c_f7_2.jpg:c_f8_1.jpg:f_06_2.jpg:none:none",0.91667,1,1,1043.6
"sub005","Familiar","Inverted","Female","Target Present",6,1,"f_06_2.jpg","c_f6_2.jpg","c_f3_1.jpg","c_f8_2.jpg","c_f5_2.jpg","c_f1_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f8_2.jpg:f_06_2.jpg",0.91667,0,0,2193.3
"sub005","Familiar","Inverted","Female","Target Present",4,5,"none","c_f5_1.jpg","c_f3_2.jpg","none","f_06_2.jpg","c_f6_2.jpg","c_f3_2.jpg:c_f5_1.jpg:c_f6_2.jpg:f_06_2.jpg:none:none",0.85,0,0,1598.6
"sub005","Familiar","Inverted","Female","Target Present",6,3,"c_f7_1.jpg","c_f6_2.jpg","f_06_2.jpg","c_f3_1.jpg","c_f5_1.jpg","c_f1_2.jpg","c_f1_2.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_1.jpg:f_06_2.jpg",0.95,1,1,835.85
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f6_1.jpg","c_f5_1.jpg","c_f8_2.jpg","c_f1_2.jpg","c_f7_2.jpg","c_f3_2.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg",0.96667,0,1,2434
"sub005","Familiar","Inverted","Female","Target Present",2,6,"none","none","c_f6_1.jpg","none","none","f_06_1.jpg","c_f6_1.jpg:f_06_1.jpg:none:none:none:none",0.88333,1,1,615.78
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f7_1.jpg","c_f1_1.jpg","none","c_f5_2.jpg","c_f6_2.jpg","none","c_f1_1.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_1.jpg:none:none",0.88333,0,1,1078.4
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f1_1.jpg","c_f6_2.jpg","none","c_f8_1.jpg","c_f7_1.jpg","none","c_f1_1.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_1.jpg:none:none",0.9,0,1,1243.1
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","none","c_f8_1.jpg","none","none","c_f3_2.jpg","c_f3_2.jpg:c_f8_1.jpg:none:none:none:none",0.85,0,1,905.03
"sub005","Familiar","Inverted","Female","Target Present",4,1,"f_06_2.jpg","none","c_f1_1.jpg","c_f7_1.jpg","none","c_f3_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f7_1.jpg:f_06_2.jpg:none:none",0.93333,1,1,852.34
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"c_f3_1.jpg","none","none","c_f1_1.jpg","none","none","c_f1_1.jpg:c_f3_1.jpg:none:none:none:none",0.98333,0,1,793.69
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","none","c_f1_2.jpg","none","none","c_f3_1.jpg","c_f1_2.jpg:c_f3_1.jpg:none:none:none:none",0.98333,0,1,737.63
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","none","c_f6_1.jpg","none","none","c_f5_1.jpg","c_f5_1.jpg:c_f6_1.jpg:none:none:none:none",0.95,0,1,651.59
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f3_1.jpg","c_f5_1.jpg","none","c_f7_1.jpg","c_f8_2.jpg","c_f3_1.jpg:c_f5_1.jpg:c_f7_1.jpg:c_f8_2.jpg:none:none",0.85,0,1,1353.1
"sub005","Familiar","Inverted","Female","Target Present",2,1,"f_06_2.jpg","none","none","c_f8_2.jpg","none","none","c_f8_2.jpg:f_06_2.jpg:none:none:none:none",0.93333,1,1,834.2
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"c_f1_2.jpg","none","none","c_f3_1.jpg","none","none","c_f1_2.jpg:c_f3_1.jpg:none:none:none:none",0.81667,0,1,816.17
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f3_1.jpg","c_f6_1.jpg","none","c_f8_1.jpg","c_f5_2.jpg","c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_1.jpg:none:none",0.81667,0,1,1126.8
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f6_1.jpg","c_f8_2.jpg","none","c_f7_2.jpg","c_f1_1.jpg","none","c_f1_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",0.83333,0,1,1065.4
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"c_f6_1.jpg","none","none","c_f1_1.jpg","none","none","c_f1_1.jpg:c_f6_1.jpg:none:none:none:none",0.81667,0,1,686.11
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f1_2.jpg","c_f5_2.jpg","c_f6_2.jpg","c_f3_2.jpg","c_f8_2.jpg","c_f7_1.jpg","c_f1_2.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_2.jpg",0.91667,0,1,1354.1
"sub005","Familiar","Inverted","Female","Target Present",4,6,"c_f1_2.jpg","none","c_f8_1.jpg","c_f6_2.jpg","none","f_06_2.jpg","c_f1_2.jpg:c_f6_2.jpg:c_f8_1.jpg:f_06_2.jpg:none:none",0.8,0,0,803.38
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","none","c_f3_1.jpg","none","none","c_f7_1.jpg","c_f3_1.jpg:c_f7_1.jpg:none:none:none:none",0.96667,0,1,792.67
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f5_1.jpg","c_f6_1.jpg","none","c_f3_1.jpg","c_f1_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f6_1.jpg:none:none",0.95,0,1,1440.6
"sub005","Familiar","Inverted","Female","Target Present",6,4,"c_f7_2.jpg","c_f6_1.jpg","c_f8_1.jpg","f_06_1.jpg","c_f1_1.jpg","c_f3_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg:f_06_1.jpg",1,1,1,1902.6
"sub005","Familiar","Inverted","Female","Target Present",2,5,"none","c_f1_2.jpg","none","none","f_06_1.jpg","none","c_f1_2.jpg:f_06_1.jpg:none:none:none:none",0.9,1,1,761.88
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"c_f3_1.jpg","none","c_f8_2.jpg","c_f5_2.jpg","none","c_f6_1.jpg","c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_2.jpg:none:none",0.93333,0,1,1747.4
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","c_f3_2.jpg","none","none","c_f6_2.jpg","none","c_f3_2.jpg:c_f6_2.jpg:none:none:none:none",0.98333,0,1,989.14
"sub005","Familiar","Inverted","Female","Target Present",2,5,"none","c_f5_1.jpg","none","none","f_06_1.jpg","none","c_f5_1.jpg:f_06_1.jpg:none:none:none:none",0.91667,1,1,861.15
"sub005","Familiar","Inverted","Female","Target Absent",4,0,"none","c_f5_1.jpg","c_f7_2.jpg","none","c_f8_2.jpg","c_f3_1.jpg","c_f3_1.jpg:c_f5_1.jpg:c_f7_2.jpg:c_f8_2.jpg:none:none",0.85,0,1,1474.4
"sub005","Familiar","Inverted","Female","Target Present",2,1,"f_06_1.jpg","none","none","c_f6_1.jpg","none","none","c_f6_1.jpg:f_06_1.jpg:none:none:none:none",1,1,1,807.11
"sub005","Familiar","Inverted","Female","Target Present",2,5,"none","c_f3_2.jpg","none","none","f_06_2.jpg","none","c_f3_2.jpg:f_06_2.jpg:none:none:none:none",0.8,1,1,718.37
"sub005","Familiar","Inverted","Female","Target Present",6,6,"c_f3_2.jpg","c_f1_1.jpg","c_f8_2.jpg","c_f5_2.jpg","c_f6_2.jpg","f_06_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f8_2.jpg:f_06_2.jpg",0.86667,1,1,2033.2
"sub005","Familiar","Inverted","Female","Target Present",6,6,"c_f6_1.jpg","c_f5_2.jpg","c_f8_1.jpg","c_f7_1.jpg","c_f3_1.jpg","f_06_1.jpg","c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_1.jpg:f_06_1.jpg",1,1,1,1151
"sub005","Familiar","Inverted","Female","Target Present",4,6,"c_f1_1.jpg","none","c_f3_2.jpg","c_f5_2.jpg","none","f_06_1.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:f_06_1.jpg:none:none",0.86667,1,1,1032.3
"sub005","Familiar","Inverted","Female","Target Present",4,4,"c_f6_1.jpg","c_f1_1.jpg","none","f_06_2.jpg","c_f8_2.jpg","none","c_f1_1.jpg:c_f6_1.jpg:c_f8_2.jpg:f_06_2.jpg:none:none",0.86667,1,1,742.27
"sub005","Familiar","Inverted","Female","Target Present",6,4,"c_f7_2.jpg","c_f8_2.jpg","c_f1_1.jpg","f_06_1.jpg","c_f6_1.jpg","c_f5_1.jpg","c_f1_1.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_2.jpg:f_06_1.jpg",0.81667,1,1,984.26
"sub005","Familiar","Inverted","Female","Target Present",2,2,"none","f_06_1.jpg","none","none","c_f7_1.jpg","none","c_f7_1.jpg:f_06_1.jpg:none:none:none:none",0.98333,1,1,1000.3
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","c_f1_2.jpg","none","none","c_f5_1.jpg","none","c_f1_2.jpg:c_f5_1.jpg:none:none:none:none",0.81667,0,1,871.43
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f8_1.jpg","c_f1_1.jpg","c_f7_2.jpg","c_f6_1.jpg","c_f5_1.jpg","c_f3_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg",0.86667,0,1,2076.1
"sub005","Familiar","Inverted","Female","Target Present",4,3,"none","c_f1_1.jpg","f_06_1.jpg","none","c_f8_1.jpg","c_f3_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f8_1.jpg:f_06_1.jpg:none:none",0.98333,0,0,1648.7
"sub005","Familiar","Inverted","Female","Target Present",6,2,"c_f7_2.jpg","f_06_2.jpg","c_f5_1.jpg","c_f8_1.jpg","c_f6_1.jpg","c_f3_2.jpg","c_f3_2.jpg:c_f5_1.jpg:c_f6_1.jpg:c_f7_2.jpg:c_f8_1.jpg:f_06_2.jpg",0.9,1,1,1892.1
"sub005","Familiar","Inverted","Female","Target Present",6,1,"f_06_1.jpg","c_f8_1.jpg","c_f1_1.jpg","c_f3_2.jpg","c_f6_1.jpg","c_f5_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f8_1.jpg:f_06_1.jpg",0.91667,0,0,2088
"sub005","Familiar","Inverted","Female","Target Present",6,5,"c_f8_2.jpg","c_f1_2.jpg","c_f3_1.jpg","c_f5_1.jpg","f_06_2.jpg","c_f6_2.jpg","c_f1_2.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f8_2.jpg:f_06_2.jpg",0.91667,1,1,2562.1
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f1_1.jpg","c_f5_2.jpg","c_f8_1.jpg","c_f7_1.jpg","c_f6_2.jpg","c_f3_2.jpg","c_f1_1.jpg:c_f3_2.jpg:c_f5_2.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_1.jpg",0.95,0,1,2875.2
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f5_2.jpg","c_f7_1.jpg","c_f3_1.jpg","c_f6_1.jpg","c_f8_2.jpg","c_f1_2.jpg","c_f1_2.jpg:c_f3_1.jpg:c_f5_2.jpg:c_f6_1.jpg:c_f7_1.jpg:c_f8_2.jpg",0.8,-1,0,3000
"sub005","Familiar","Inverted","Female","Target Present",4,6,"none","c_f8_2.jpg","c_f5_2.jpg","none","c_f1_2.jpg","f_06_2.jpg","c_f1_2.jpg:c_f5_2.jpg:c_f8_2.jpg:f_06_2.jpg:none:none",0.9,1,1,1373
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","none","c_f7_2.jpg","none","none","c_f5_1.jpg","c_f5_1.jpg:c_f7_2.jpg:none:none:none:none",0.8,0,1,893.83
"sub005","Familiar","Inverted","Female","Target Present",4,2,"none","f_06_1.jpg","c_f8_2.jpg","none","c_f6_2.jpg","c_f3_2.jpg","c_f3_2.jpg:c_f6_2.jpg:c_f8_2.jpg:f_06_1.jpg:none:none",0.96667,1,1,881.84
"sub005","Familiar","Inverted","Female","Target Present",2,6,"none","none","c_f3_2.jpg","none","none","f_06_2.jpg","c_f3_2.jpg:f_06_2.jpg:none:none:none:none",0.86667,1,1,925.66
"sub005","Familiar","Inverted","Female","Target Present",2,2,"none","f_06_2.jpg","none","none","c_f3_2.jpg","none","c_f3_2.jpg:f_06_2.jpg:none:none:none:none",0.98333,1,1,816.29
"sub005","Familiar","Inverted","Female","Target Absent",2,0,"none","c_f3_1.jpg","none","none","c_f8_1.jpg","none","c_f3_1.jpg:c_f8_1.jpg:none:none:none:none",0.85,0,1,1182.9
"sub005","Familiar","Inverted","Female","Target Absent",6,0,"c_f6_2.jpg","c_f8_2.jpg","c_f5_1.jpg","c_f1_1.jpg","c_f7_1.jpg","c_f3_1.jpg","c_f1_1.jpg:c_f3_1.jpg:c_f5_1.jpg:c_f6_2.jpg:c_f7_1.jpg:c_f8_2.jpg",0.91667,0,1,1878.9
