"subid","familiarity","orientation","target_sex","target_presence","set_size","target_position","img1","img2","img3","img4","img5","img6","stimuli_combination","jitter","keypress","correct","RT"
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m8_1.jpg","none","c_m7_2.jpg","c_m6_1.jpg","none","c_m3_2.jpg","c_m3_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.88333,0,1,866.68
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m7_1.jpg","c_m3_2.jpg","c_m6_1.jpg","c_m8_2.jpg","c_m4_2.jpg","c_m1_1.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_2.jpg",0.88333,0,1,1206.1
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m8_2.jpg","c_m4_2.jpg","none","c_m3_1.jpg","c_m1_2.jpg","none","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m8_2.jpg:none:none",0.86667,0,1,788.02
"sub001","Stranger","Upright","Male","Target Present",6,1,"c_m5_1.jpg","c_m3_2.jpg","c_m8_2.jpg","c_m6_2.jpg","c_m4_2.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m8_2.jpg",0.95,1,1,642.55
"sub001","Stranger","Upright","Male","Target Present",2,3,"none","none","c_m5_1.jpg","none","none","c_m4_2.jpg","c_m4_2.jpg:c_m5_1.jpg:none:none:none:none",0.93333,1,1,607.28
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m6_2.jpg","c_m8_2.jpg","none","c_m4_1.jpg","c_m1_1.jpg","none","c_m1_1.jpg:c_m4_1.jpg:c_m6_2.jpg:c_m8_2.jpg:none:none",0.96667,0,1,677.18
"sub001","Stranger","Upright","Male","Target Present",2,3,"none","none","c_m5_2.jpg","none","none","c_m4_2.jpg","c_m4_2.jpg:c_m5_2.jpg:none:none:none:none",1,1,1,680.49
"sub001","Stranger","Upright","Male","Target Present",2,4,"c_m6_2.jpg","none","none","c_m5_1.jpg","none","none","c_m5_1.jpg:c_m6_2.jpg:none:none:none:none",1,1,1,531.8
"sub001","Stranger","Upright","Male","Target Present",6,5,"c_m6_2.jpg","c_m4_2.jpg","c_m7_1.jpg","c_m1_1.jpg","c_m5_1.jpg","c_m3_2.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m7_1.jpg",0.83333,1,1,1004.6
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m1_2.jpg","none","c_m6_2.jpg","c_m3_1.jpg","none","c_m7_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m6_2.jpg:c_m7_1.jpg:none:none",0.81667,0,1,866.54
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m6_2.jpg","c_m7_2.jpg","c_m8_1.jpg","c_m3_1.jpg","c_m4_2.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_1.jpg",0.95,0,1,1477.7
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m4_1.jpg","none","none","c_m3_1.jpg","c_m3_1.jpg:c_m4_1.jpg:none:none:none:none",0.81667,0,1,633.01
"sub001","Stranger","Upright","Male","Target Present",2,3,"none","none","c_m5_2.jpg","none","none","c_m8_2.jpg","c_m5_2.jpg:c_m8_2.jpg:none:none:none:none",0.9,1,1,645.7
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m6_1.jpg","none","c_m7_2.jpg","c_m3_1.jpg","none","c_m1_2.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m6_1.jpg:c_m7_2.jpg:none:none",0.9,0,1,1098.3
"sub001","Stranger","Upright","Male","Target Present",4,3,"c_m1_2.jpg","none","c_m5_2.jpg","c_m8_2.jpg","none","c_m4_1.jpg","c_m1_2.jpg:c_m4_1.jpg:c_m5_2.jpg:c_m8_2.jpg:none:none",0.98333,1,1,684.27
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","c_m4_2.jpg","none","none","c_m3_2.jpg","none","c_m3_2.jpg:c_m4_2.jpg:none:none:none:none",0.9,0,1,598.91
"sub001","Stranger","Upright","Male","Target Present",2,1,"c_m5_1.jpg","none","none","c_m1_2.jpg","none","none","c_m1_2.jpg:c_m5_1.jpg:none:none:none:none",0.88333,1,1,700.93
"sub001","Stranger","Upright","Male","Target Present",4,6,"none","c_m6_1.jpg","c_m3_2.jpg","none","c_m4_1.jpg","c_m5_2.jpg","c_m3_2.jpg:c_m4_1.jpg:c_m5_2.jpg:c_m6_1.jpg:none:none",0.93333,1,1,782.87
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m4_2.jpg","none","none","c_m3_2.jpg","c_m3_2.jpg:c_m4_2.jpg:none:none:none:none",0.95,0,1,717.54
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m7_2.jpg","none","none","c_m6_2.jpg","c_m6_2.jpg:c_m7_2.jpg:none:none:none:none",0.9,0,1,942.86
"sub001","Stranger","Upright","Male","Target Present",6,5,"c_m7_1.jpg","c_m1_1.jpg","c_m4_1.jpg","c_m3_1.jpg","c_m5_2.jpg","c_m8_2.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m5_2.jpg:c_m7_1.jpg:c_m8_2.jpg",0.86667,1,1,719.45
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m8_2.jpg","c_m6_2.jpg","c_m4_1.jpg","c_m1_1.jpg","c_m7_2.jpg","c_m3_2.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg",0.81667,0,1,1032.9
"sub001","Stranger","Upright","Male","Target Present",6,6,"c_m8_2.jpg","c_m3_1.jpg","c_m6_1.jpg","c_m1_2.jpg","c_m4_2.jpg","c_m5_2.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m6_1.jpg:c_m8_2.jpg",0.91667,1,1,1477.4
"sub001","Stranger","Upright","Male","Target Present",2,2,"none","c_m5_2.jpg","none","none","c_m6_2.jpg","none","c_m5_2.jpg:c_m6_2.jpg:none:none:none:none",0.85,1,1,856.7
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m6_1.jpg","c_m8_1.jpg","c_m1_1.jpg","c_m4_1.jpg","c_m7_1.jpg","c_m3_1.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_1.jpg",0.8,0,1,1516.6
"sub001","Stranger","Upright","Male","Target Present",6,3,"c_m3_2.jpg","c_m7_1.jpg","c_m5_2.jpg","c_m1_2.jpg","c_m6_2.jpg","c_m8_1.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m5_2.jpg:c_m6_2.jpg:c_m7_1.jpg:c_m8_1.jpg",0.95,1,1,957.93
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","c_m4_2.jpg","none","none","c_m7_1.jpg","none","c_m4_2.jpg:c_m7_1.jpg:none:none:none:none",0.85,0,1,677.91
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m6_1.jpg","none","c_m1_1.jpg","c_m7_2.jpg","none","c_m8_1.jpg","c_m1_1.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.88333,0,1,937.23
"sub001","Stranger","Upright","Male","Target Present",4,4,"c_m3_2.jpg","none","c_m8_2.jpg","c_m5_1.jpg","none","c_m7_1.jpg","c_m3_2.jpg:c_m5_1.jpg:c_m7_1.jpg:c_m8_2.jpg:none:none",0.93333,1,1,665.87
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m4_1.jpg","c_m8_2.jpg","c_m6_2.jpg","c_m7_2.jpg","c_m1_2.jpg","c_m3_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg",0.86667,0,1,1549.2
"sub001","Stranger","Upright","Male","Target Present",2,4,"c_m3_1.jpg","none","none","c_m5_2.jpg","none","none","c_m3_1.jpg:c_m5_2.jpg:none:none:none:none",0.95,1,1,693.15
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m3_1.jpg","c_m7_2.jpg","c_m1_1.jpg","c_m6_1.jpg","c_m8_2.jpg","c_m4_2.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_2.jpg",0.88333,0,1,999.78
"sub001","Stranger","Upright","Male","Target Present",4,2,"c_m8_2.jpg","c_m5_1.jpg","none","c_m4_1.jpg","c_m7_2.jpg","none","c_m4_1.jpg:c_m5_1.jpg:c_m7_2.jpg:c_m8_2.jpg:none:none",0.93333,1,1,797.89
"sub001","Stranger","Upright","Male","Target Present",2,2,"none","c_m5_1.jpg","none","none","c_m8_2.jpg","none","c_m5_1.jpg:c_m8_2.jpg:none:none:none:none",0.95,1,1,803.87
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m7_2.jpg","none","none","c_m4_1.jpg","c_m4_1.jpg:c_m7_2.jpg:none:none:none:none",0.88333,0,1,833.89
"sub001","Stranger","Upright","Male","Target Present",4,4,"c_m4_2.jpg","c_m3_2.jpg","none","c_m5_1.jpg","c_m7_1.jpg","none","c_m3_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m7_1.jpg:none:none",0.8,1,1,686.33
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m6_2.jpg","c_m1_1.jpg","none","c_m4_1.jpg","c_m8_1.jpg","none","c_m1_1.jpg:c_m4_1.jpg:c_m6_2.jpg:c_m8_1.jpg:none:none",0.86667,0,1,1001.1
"sub001","Stranger","Upright","Male","Target Absent",4,0,"none","c_m4_1.jpg","c_m8_2.jpg","none","c_m6_1.jpg","c_m1_1.jpg","c_m1_1.jpg:c_m4_1.jpg:c_m6_1.jpg:c_m8_2.jpg:none:none",0.88333,0,1,1007
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m6_1.jpg","c_m4_2.jpg","c_m8_1.jpg","c_m1_1.jpg","c_m3_2.jpg","c_m7_1.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_1.jpg",0.85,0,1,1348.9
"sub001","Stranger","Upright","Male","Target Present",2,6,"none","none","c_m8_1.jpg","none","none","c_m5_1.jpg","c_m5_1.jpg:c_m8_1.jpg:none:none:none:none",0.83333,1,1,796.89
"sub001","Stranger","Upright","Male","Target Present",6,1,"c_m5_2.jpg","c_m6_2.jpg","c_m3_1.jpg","c_m8_1.jpg","c_m7_2.jpg","c_m4_1.jpg","c_m3_1.jpg:c_m4_1.jpg:c_m5_2.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_1.jpg",0.96667,1,1,1051.5
"sub001","Stranger","Upright","Male","Target Present",6,4,"c_m8_2.jpg","c_m7_1.jpg","c_m4_2.jpg","c_m5_1.jpg","c_m6_1.jpg","c_m3_2.jpg","c_m3_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_2.jpg",0.88333,1,1,887.49
"sub001","Stranger","Upright","Male","Target Present",4,1,"c_m5_2.jpg","c_m8_2.jpg","none","c_m4_2.jpg","c_m7_2.jpg","none","c_m4_2.jpg:c_m5_2.jpg:c_m7_2.jpg:c_m8_2.jpg:none:none",0.98333,1,1,826.12
"sub001","Stranger","Upright","Male","Target Present",4,4,"c_m4_1.jpg","c_m3_2.jpg","none","c_m5_1.jpg","c_m1_1.jpg","none","c_m1_1.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m5_1.jpg:none:none",0.88333,1,1,639.54
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m7_2.jpg","c_m1_2.jpg","c_m8_2.jpg","c_m6_2.jpg","c_m3_2.jpg","c_m4_2.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg",0.95,0,1,1260.1
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m4_1.jpg","c_m6_1.jpg","c_m1_1.jpg","c_m3_2.jpg","c_m7_2.jpg","c_m8_2.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_2.jpg",0.88333,0,1,1096.2
"sub001","Stranger","Upright","Male","Target Absent",2,0,"c_m3_2.jpg","none","none","c_m8_2.jpg","none","none","c_m3_2.jpg:c_m8_2.jpg:none:none:none:none",0.96667,0,1,658.67
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m6_1.jpg","c_m3_2.jpg","none","c_m7_2.jpg","c_m1_1.jpg","none","c_m1_1.jpg:c_m3_2.jpg:c_m6_1.jpg:c_m7_2.jpg:none:none",0.95,0,1,766.7
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m1_1.jpg","none","c_m3_1.jpg","c_m7_2.jpg","none","c_m4_2.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m7_2.jpg:none:none",0.86667,0,1,1086
"sub001","Stranger","Upright","Male","Target Present",2,6,"none","none","c_m1_2.jpg","none","none","c_m5_2.jpg","c_m1_2.jpg:c_m5_2.jpg:none:none:none:none",0.83333,0,0,736.6
"sub001","Stranger","Upright","Male","Target Present",2,4,"c_m7_1.jpg","none","none","c_m5_1.jpg","none","none","c_m5_1.jpg:c_m7_1.jpg:none:none:none:none",0.96667,1,1,567.24
"sub001","Stranger","Upright","Male","Target Present",4,5,"none","c_m1_2.jpg","c_m3_2.jpg","none","c_m5_2.jpg","c_m7_2.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m5_2.jpg:c_m7_2.jpg:none:none",1,1,1,710.57
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m7_1.jpg","c_m1_2.jpg","none","c_m4_2.jpg","c_m6_1.jpg","none","c_m1_2.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_1.jpg:none:none",0.86667,0,1,920.7
"sub001","Stranger","Upright","Male","Target Present",6,5,"c_m7_1.jpg","c_m8_1.jpg","c_m1_2.jpg","c_m4_2.jpg","c_m5_2.jpg","c_m6_2.jpg","c_m1_2.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m6_2.jpg:c_m7_1.jpg:c_m8_1.jpg",0.93333,1,1,681.84
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m4_2.jpg","c_m6_1.jpg","c_m7_2.jpg","c_m8_1.jpg","c_m3_2.jpg","c_m1_1.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_1.jpg",0.88333,0,1,1676.5
"sub001","Stranger","Upright","Male","Target Present",2,5,"none","c_m4_2.jpg","none","none","c_m5_2.jpg","none","c_m4_2.jpg:c_m5_2.jpg:none:none:none:none",0.96667,1,1,687.76
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","c_m4_1.jpg","none","none","c_m1_2.jpg","none","c_m1_2.jpg:c_m4_1.jpg:none:none:none:none",0.95,0,1,626.4
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m6_2.jpg","c_m7_2.jpg","none","c_m3_2.jpg","c_m8_1.jpg","none","c_m3_2.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.83333,0,1,1031.7
"sub001","Stranger","Upright","Male","Target Present",6,5,"c_m6_1.jpg","c_m1_1.jpg","c_m4_1.jpg","c_m8_2.jpg","c_m5_1.jpg","c_m3_1.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_2.jpg",0.98333,1,1,604.34
"sub001","Stranger","Upright","Male","Target Present",2,6,"none","none","c_m3_1.jpg","none","none","c_m5_2.jpg","c_m3_1.jpg:c_m5_2.jpg:none:none:none:none",1,1,1,682.33
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m7_2.jpg","none","none","c_m1_2.jpg","c_m1_2.jpg:c_m7_2.jpg:none:none:none:none",0.9,0,1,1133
"sub001","Stranger","Upright","Male","Target Present",6,4,"c_m8_1.jpg","c_m4_2.jpg","c_m7_2.jpg","c_m5_2.jpg","c_m3_1.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m7_2.jpg:c_m8_1.jpg",0.98333,1,1,1277.6
"sub001","Stranger","Upright","Male","Target Present",6,2,"c_m1_2.jpg","c_m5_2.jpg","c_m7_2.jpg","c_m3_1.jpg","c_m8_1.jpg","c_m6_2.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m5_2.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_1.jpg",0.91667,1,1,1248.9
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m8_2.jpg","none","none","c_m1_2.jpg","c_m1_2.jpg:c_m8_2.jpg:none:none:none:none",0.83333,0,1,637.05
"sub001","Stranger","Upright","Male","Target Present",6,1,"c_m5_1.jpg","c_m6_2.jpg","c_m8_2.jpg","c_m4_1.jpg","c_m7_2.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg",0.83333,1,1,761.62
"sub001","Stranger","Upright","Male","Target Present",6,4,"c_m6_2.jpg","c_m8_2.jpg","c_m4_1.jpg","c_m5_1.jpg","c_m7_2.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_2.jpg",0.88333,1,1,1025.5
"sub001","Stranger","Upright","Male","Target Present",2,3,"none","none","c_m5_2.jpg","none","none","c_m1_1.jpg","c_m1_1.jpg:c_m5_2.jpg:none:none:none:none",0.95,1,1,694.77
"sub001","Stranger","Upright","Male","Target Present",2,3,"none","none","c_m5_1.jpg","none","none","c_m3_1.jpg","c_m3_1.jpg:c_m5_1.jpg:none:none:none:none",0.96667,1,1,601.44
"sub001","Stranger","Upright","Male","Target Present",2,2,"none","c_m5_1.jpg","none","none","c_m3_1.jpg","none","c_m3_1.jpg:c_m5_1.jpg:none:none:none:none",0.96667,1,1,647.38
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m1_2.jpg","c_m7_2.jpg","c_m8_1.jpg","c_m3_1.jpg","c_m4_2.jpg","c_m6_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_1.jpg",0.86667,0,1,1660
"sub001","Stranger","Upright","Male","Target Present",4,6,"c_m6_2.jpg","none","c_m3_1.jpg","c_m4_2.jpg","none","c_m5_1.jpg","c_m3_1.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m6_2.jpg:none:none",0.9,1,1,1072.1
"sub001","Stranger","Upright","Male","Target Absent",4,0,"none","c_m7_2.jpg","c_m4_2.jpg","none","c_m3_2.jpg","c_m6_2.jpg","c_m3_2.jpg:c_m4_2.jpg:c_m6_2.jpg:c_m7_2.jpg:none:none",0.81667,0,1,1387.3
"sub001","Stranger","Upright","Male","Target Present",2,2,"none","c_m5_2.jpg","none","none","c_m8_1.jpg","none","c_m5_2.jpg:c_m8_1.jpg:none:none:none:none",0.81667,1,1,849.93
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m1_1.jpg","c_m6_1.jpg","c_m7_1.jpg","c_m8_2.jpg","c_m4_1.jpg","c_m3_1.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_2.jpg",0.81667,0,1,1654
"sub001","Stranger","Upright","Male","Target Present",4,5,"none","c_m1_2.jpg","c_m4_2.jpg","none","c_m5_2.jpg","c_m8_2.jpg","c_m1_2.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m8_2.jpg:none:none",0.93333,1,1,601.9
"sub001","Stranger","Upright","Male","Target Present",4,6,"none","c_m8_2.jpg","c_m4_2.jpg","none","c_m1_2.jpg","c_m5_2.jpg","c_m1_2.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m8_2.jpg:none:none",0.9,1,1,904.01
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m3_2.jpg","c_m8_1.jpg","none","c_m1_1.jpg","c_m7_2.jpg","none","c_m1_1.jpg:c_m3_2.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.83333,0,1,737.85
"sub001","Stranger","Upright","Male","Target Present",6,3,"c_m6_1.jpg","c_m7_2.jpg","c_m5_2.jpg","c_m8_1.jpg","c_m4_1.jpg","c_m1_1.jpg","c_m1_1.jpg:c_m4_1.jpg:c_m5_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_1.jpg",0.9,1,1,1098.5
"sub001","Stranger","Upright","Male","Target Present",4,5,"none","c_m3_2.jpg","c_m4_1.jpg","none","c_m5_1.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m5_1.jpg:none:none",0.81667,1,1,988.6
"sub001","Stranger","Upright","Male","Target Present",2,2,"none","c_m5_2.jpg","none","none","c_m3_2.jpg","none","c_m3_2.jpg:c_m5_2.jpg:none:none:none:none",0.8,1,1,731.12
"sub001","Stranger","Upright","Male","Target Present",4,2,"c_m6_1.jpg","c_m5_2.jpg","none","c_m7_2.jpg","c_m8_1.jpg","none","c_m5_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.98333,1,1,700.52
"sub001","Stranger","Upright","Male","Target Absent",2,0,"none","none","c_m7_2.jpg","none","none","c_m8_1.jpg","c_m7_2.jpg:c_m8_1.jpg:none:none:none:none",0.91667,0,1,742.37
"sub001","Stranger","Upright","Male","Target Absent",2,0,"c_m7_2.jpg","none","none","c_m8_1.jpg","none","none","c_m7_2.jpg:c_m8_1.jpg:none:none:none:none",1,0,1,687
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m6_1.jpg","c_m4_2.jpg","c_m3_1.jpg","c_m7_2.jpg","c_m1_1.jpg","c_m8_2.jpg","c_m1_1.jpg:c_m3_1.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_2.jpg",0.95,0,1,1657.8
"sub001","Stranger","Upright","Male","Target Present",2,6,"none","none","c_m7_2.jpg","none","none","c_m5_1.jpg","c_m5_1.jpg:c_m7_2.jpg:none:none:none:none",0.91667,1,1,669.59
"sub001","Stranger","Upright","Male","Target Absent",2,0,"c_m6_1.jpg","none","none","c_m7_1.jpg","none","none","c_m6_1.jpg:c_m7_1.jpg:none:none:none:none",0.96667,0,1,2640.9
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m1_1.jpg","c_m8_2.jpg","c_m3_2.jpg","c_m6_1.jpg","c_m7_2.jpg","c_m4_2.jpg","c_m1_1.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_1.jpg:c_m7_2.jpg:c_m8_2.jpg",0.98333,0,1,1349.5
"sub001","Stranger","Upright","Male","Target Absent",2,0,"c_m7_2.jpg","none","none","c_m4_1.jpg","none","none","c_m4_1.jpg:c_m7_2.jpg:none:none:none:none",1,0,1,605.49
"sub001","Stranger","Upright","Male","Target Present",6,3,"c_m1_2.jpg","c_m6_2.jpg","c_m5_2.jpg","c_m3_2.jpg","c_m4_2.jpg","c_m8_1.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m5_2.jpg:c_m6_2.jpg:c_m8_1.jpg",0.8,1,1,723.45
"sub001","Stranger","Upright","Male","Target Absent",2,0,"c_m1_2.jpg","none","none","c_m8_2.jpg","none","none","c_m1_2.jpg:c_m8_2.jpg:none:none:none:none",0.98333,0,1,556.76
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m1_1.jpg","c_m7_1.jpg","none","c_m4_2.jpg","c_m8_2.jpg","none","c_m1_1.jpg:c_m4_2.jpg:c_m7_1.jpg:c_m8_2.jpg:none:none",0.91667,0,1,772.79
"sub001","Stranger","Upright","Male","Target Present",2,5,"none","c_m4_1.jpg","none","none","c_m5_1.jpg","none","c_m4_1.jpg:c_m5_1.jpg:none:none:none:none",1,1,1,748.19
"sub001","Stranger","Upright","Male","Target Present",6,1,"c_m5_1.jpg","c_m8_2.jpg","c_m7_1.jpg","c_m3_1.jpg","c_m4_1.jpg","c_m6_1.jpg","c_m3_1.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m7_1.jpg:c_m8_2.jpg",0.9,1,1,884.04
"sub001","Stranger","Upright","Male","Target Present",4,2,"none","c_m5_2.jpg","c_m8_1.jpg","none","c_m6_1.jpg","c_m3_1.jpg","c_m3_1.jpg:c_m5_2.jpg:c_m6_1.jpg:c_m8_1.jpg:none:none",0.9,1,1,1134.8
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m7_1.jpg","c_m6_2.jpg","c_m1_2.jpg","c_m8_1.jpg","c_m4_2.jpg","c_m3_2.jpg","c_m1_2.jpg:c_m3_2.jpg:c_m4_2.jpg:c_m6_2.jpg:c_m7_1.jpg:c_m8_1.jpg",0.96667,0,1,1655.3
"sub001","Stranger","Upright","Male","Target Present",6,1,"c_m5_1.jpg","c_m8_1.jpg","c_m1_2.jpg","c_m7_1.jpg","c_m4_1.jpg","c_m6_2.jpg","c_m1_2.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_2.jpg:c_m7_1.jpg:c_m8_1.jpg",0.83333,1,1,755.25
"sub001","Stranger","Upright","Male","Target Present",4,5,"c_m4_1.jpg","c_m1_2.jpg","none","c_m3_2.jpg","c_m5_1.jpg","none","c_m1_2.jpg:c_m3_2.jpg:c_m4_1.jpg:c_m5_1.jpg:none:none",0.9,1,1,1515.2
"sub001","Stranger","Upright","Male","Target Present",6,1,"c_m5_1.jpg","c_m3_1.jpg","c_m6_1.jpg","c_m8_1.jpg","c_m4_1.jpg","c_m1_2.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_1.jpg",0.98333,1,1,924.53
"sub001","Stranger","Upright","Male","Target Present",6,2,"c_m4_1.jpg","c_m5_1.jpg","c_m6_1.jpg","c_m1_2.jpg","c_m8_2.jpg","c_m3_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m5_1.jpg:c_m6_1.jpg:c_m8_2.jpg",0.91667,1,1,661.84
"sub001","Stranger","Upright","Male","Target Absent",6,0,"c_m6_2.jpg","c_m8_1.jpg","c_m3_1.jpg","c_m7_2.jpg","c_m1_2.jpg","c_m4_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m4_1.jpg:c_m6_2.jpg:c_m7_2.jpg:c_m8_1.jpg",0.96667,0,1,938
"sub001","Stranger","Upright","Male","Target Absent",4,0,"c_m7_2.jpg","none","c_m1_2.jpg","c_m8_1.jpg","none","c_m3_1.jpg","c_m1_2.jpg:c_m3_1.jpg:c_m7_2.jpg:c_m8_1.jpg:none:none",0.95,0,1,1098.4
"sub001","Stranger","Upright","Male","Target Present",4,1,"c_m5_1.jpg","c_m8_1.jpg","none","c_m1_2.jpg","c_m4_2.jpg","none","c_m1_2.jpg:c_m4_2.jpg:c_m5_1.jpg:c_m8_1.jpg:none:none",0.91667,1,1,684.42
